Year,Entity,Sector,Oil Consumption - KTOE
2009,European Union (27),Overall,59689.47291487532
2010,European Union (27),Overall,59175.43422184007
2011,European Union (27),Overall,57401.34995700774
2012,European Union (27),Overall,55060.85124677558
2013,European Union (27),Overall,53671.320722269986
2014,European Union (27),Overall,52593.193465176264
2015,European Union (27),Overall,53460.444539982804
2016,European Union (27),Overall,54478.781599312126
2017,European Union (27),Overall,55416.92433361995
2018,European Union (27),Overall,55526.60877042132
2019,European Union (27),Overall,55396.469475494414
2020,European Union (27),Overall,48340.373172828884
2021,European Union (27),Overall,50916.08770421324
1965,Finland,Overall,580.27067927773
1966,Finland,Overall,703.9094582975065
1967,Finland,Overall,737.5116079105761
1968,Finland,Overall,835.9992261392949
1969,Finland,Overall,970.956233877902
1970,Finland,Overall,1091.8137575236458
1971,Finland,Overall,1129.9991401547722
1972,Finland,Overall,1202.5788478073946
1973,Finland,Overall,1345.3331900257954
1974,Finland,Overall,1172.3721410146175
1975,Finland,Overall,1212.2884780739466
1976,Finland,Overall,1300.6355975924334
1977,Finland,Overall,1274.6152192605332
1978,Finland,Overall,1282.1294067067927
1979,Finland,Overall,1357.5479793637146
1980,Finland,Overall,1307.215305245056
1981,Finland,Overall,1250.3748925193465
1982,Finland,Overall,1157.3523645743765
1983,Finland,Overall,1074.8560619088564
1984,Finland,Overall,1089.8864144453999
1985,Finland,Overall,1101.1480653482374
1986,Finland,Overall,1153.0940670679277
1987,Finland,Overall,1148.3038693035253
1988,Finland,Overall,1133.937403267412
1989,Finland,Overall,1132.2740326741186
1990,Finland,Overall,1149.2299226139294
1991,Finland,Overall,1140.418916595013
1992,Finland,Overall,1128.4665520206363
1993,Finland,Overall,1073.814015477214
1994,Finland,Overall,1112.557437661221
1995,Finland,Overall,1010.9075666380052
1996,Finland,Overall,1052.2333619948408
1997,Finland,Overall,1036.8390369733447
1998,Finland,Overall,1081.604385210662
1999,Finland,Overall,1093.5407566638005
2000,Finland,Overall,1087.0659501289767
2001,Finland,Overall,1066.5153568357696
2002,Finland,Overall,1091.347377472055
2003,Finland,Overall,1126.3962166809974
2004,Finland,Overall,1050.072656921754
2005,Finland,Overall,1089.2363714531384
2006,Finland,Overall,1056.3239896818573
2007,Finland,Overall,1065.3467755803954
2008,Finland,Overall,1029.786543422184
2009,Finland,Overall,970.1720550300946
2010,Finland,Overall,1007.4662080825451
2011,Finland,Overall,985.2828030954429
2012,Finland,Overall,946.3222699914016
2013,Finland,Overall,984.5370249355116
2014,Finland,Overall,929.0355116079106
2015,Finland,Overall,933.7053740326741
2016,Finland,Overall,982.7931212381772
2017,Finland,Overall,952.2176268271711
2018,Finland,Overall,947.1042476354256
2019,Finland,Overall,940.0383490971625
2020,Finland,Overall,843.3179707652622
2021,Finland,Overall,836.5477214101461
1965,France,Overall,5479.8061049011185
1966,France,Overall,5873.800945829751
1967,France,Overall,6747.979363714531
1968,France,Overall,7312.395872742906
1969,France,Overall,8449.419948409286
1970,France,Overall,9598.717970765261
1971,France,Overall,10462.153912295786
1972,France,Overall,11616.14101461737
1973,France,Overall,12949.48925193465
1974,France,Overall,12304.279449699054
1975,France,Overall,11245.701633705932
1976,France,Overall,12164.950988822011
1977,France,Overall,11683.73516766982
1978,France,Overall,12175.860705073086
1979,France,Overall,12112.141874462597
1980,France,Overall,11255.491831470335
1981,France,Overall,10161.110920034394
1982,France,Overall,9410.113499570076
1983,France,Overall,9184.621668099742
1984,France,Overall,8855.595872742906
1985,France,Overall,8708.877644024076
1986,France,Overall,8884.475494411006
1987,France,Overall,8944.769561478934
1988,France,Overall,8890.974204643164
1989,France,Overall,9128.751504729149
1990,France,Overall,9266.102321582115
1991,France,Overall,9812.828030954428
1992,France,Overall,9797.659501289767
1993,France,Overall,9442.934651762682
1994,France,Overall,9131.859845227858
1995,France,Overall,9206.33705932932
1996,France,Overall,9398.754084264832
1997,France,Overall,9467.874462596734
1998,France,Overall,9811.812553740327
1999,France,Overall,9949.85898538263
2000,France,Overall,9793.480653482373
2001,France,Overall,9841.509888220122
2002,France,Overall,9569.912295786758
2003,France,Overall,9586.59845227859
2004,France,Overall,9671.98796216681
2005,France,Overall,9538.074806534823
2006,France,Overall,9510.811693895099
2007,France,Overall,9270.999140154772
2008,France,Overall,9092.36973344798
2009,France,Overall,8730.330696474633
2010,France,Overall,8430.431384350817
2011,France,Overall,8249.264574376612
2012,France,Overall,7972.215305245056
2013,France,Overall,7868.683576956148
2014,France,Overall,7613.53052450559
2015,France,Overall,7613.351676698195
2016,France,Overall,7560.936371453138
2017,France,Overall,7593.007996560619
2018,France,Overall,7570.589251934652
2019,France,Overall,7510.069647463457
2020,France,Overall,6406.8297506448835
2021,France,Overall,6947.33705932932
1965,Germany,Overall,8775.3203783319
1966,Germany,Overall,9817.989681857267
1967,Germany,Overall,10209.98796216681
1968,Germany,Overall,11445.595012897678
1969,Germany,Overall,12871.382631126398
1970,Germany,Overall,14136.460017196905
1971,Germany,Overall,14725.122098022355
1972,Germany,Overall,15544.423043852106
1973,Germany,Overall,16570.49011177988
1974,Germany,Overall,15034.60275150473
1975,Germany,Overall,14603.010318142733
1976,Germany,Overall,15777.755803955288
1977,Germany,Overall,15583.538263112641
1978,Germany,Overall,16253.4660361135
1979,Germany,Overall,16766.57781599312
1980,Germany,Overall,15170.62682717111
1981,Germany,Overall,13769.427343078245
1982,Germany,Overall,13016.83147033534
1983,Germany,Overall,12746.7592433362
1984,Germany,Overall,12704.70335339639
1985,Germany,Overall,13093.217540842648
1986,Germany,Overall,13793.815133276012
1987,Germany,Overall,13430.849527085125
1988,Germany,Overall,13438.633705932933
1989,Germany,Overall,12625.820292347378
1990,Germany,Overall,13218.342218400689
1991,Germany,Overall,13822.997420464317
1992,Germany,Overall,13943.724849527085
1993,Germany,Overall,14160.557179707654
1994,Germany,Overall,14032.440240756663
1995,Germany,Overall,14025.189165950129
1996,Germany,Overall,14263.78331900258
1997,Germany,Overall,14178.220980223561
1998,Germany,Overall,14193.613069647463
1999,Germany,Overall,13767.044711951849
2000,Germany,Overall,13503.3086844368
2001,Germany,Overall,13679.822871883061
2002,Germany,Overall,13222.527085124677
2003,Germany,Overall,12964.03267411866
2004,Germany,Overall,12815.90799656062
2005,Germany,Overall,12554.235597592435
2006,Germany,Overall,12529.984522785899
2007,Germany,Overall,11345.301805674977
2008,Germany,Overall,12029.830610490113
2009,Germany,Overall,11520.536543422184
2010,Germany,Overall,11673.639724849527
2011,Germany,Overall,11292.097162510749
2012,Germany,Overall,11224.327601031815
2013,Germany,Overall,11472.592433361995
2014,Germany,Overall,11163.525365434221
2015,Germany,Overall,11148.256233877903
2016,Germany,Overall,11378.492691315563
2017,Germany,Overall,11625.47721410146
2018,Germany,Overall,11063.478933791917
2019,Germany,Overall,11132.731728288907
2020,Germany,Overall,10079.8271711092
2021,Germany,Overall,9993.536543422184
1965,Greece,Overall,449.46885640584696
1966,Greece,Overall,490.7702837489252
1967,Greece,Overall,577.0664660361135
1968,Greece,Overall,590.653946689596
1969,Greece,Overall,628.4965606190885
1970,Greece,Overall,680.7171969045572
1971,Greece,Overall,751.9981943250215
1972,Greece,Overall,871.1368873602752
1973,Greece,Overall,1013.9312983662941
1974,Greece,Overall,951.5223559759243
1975,Greece,Overall,1008.1518056749784
1976,Greece,Overall,1073.0214961306965
1977,Greece,Overall,1093.215614789338
1978,Greece,Overall,1190.3412725709372
1979,Greece,Overall,1259.0323301805674
1980,Greece,Overall,1246.5417024935512
1981,Greece,Overall,1211.0230438521066
1982,Greece,Overall,1216.773860705073
1983,Greece,Overall,1167.6505588993982
1984,Greece,Overall,1196.5867583834909
1985,Greece,Overall,1216.5226139294928
1986,Greece,Overall,1234.5832330180567
1987,Greece,Overall,1341.029406706793
1988,Greece,Overall,1384.979965606191
1989,Greece,Overall,1525.8156491831471
1990,Greece,Overall,1605.6969045571796
1991,Greece,Overall,1638.4717110920035
1992,Greece,Overall,1672.5932932072228
1993,Greece,Overall,1706.8963026655204
1994,Greece,Overall,1745.8576096302666
1995,Greece,Overall,1821.2628546861565
1996,Greece,Overall,1890.6323301805674
1997,Greece,Overall,1909.3595872742906
1998,Greece,Overall,1998.9610490111781
1999,Greece,Overall,1951.9475494411006
2000,Greece,Overall,2031.3728288907996
2001,Greece,Overall,2059.937317282889
2002,Greece,Overall,2069.859587274291
2003,Greece,Overall,2173.2603611349955
2004,Greece,Overall,2130.0781599312127
2005,Greece,Overall,2141.799312123818
2006,Greece,Overall,2239.8094582975064
2007,Greece,Overall,2265.180739466896
2008,Greece,Overall,2171.7239896818573
2009,Greece,Overall,2036.18950988822
2010,Greece,Overall,1846.2523645743768
2011,Greece,Overall,1759.0533104041272
2012,Greece,Overall,1533.3743766122097
2013,Greece,Overall,1416.6945829750646
2014,Greece,Overall,1404.5830610490113
2015,Greece,Overall,1463.44660361135
2016,Greece,Overall,1461.022871883061
2017,Greece,Overall,1496.0722269991402
2018,Greece,Overall,1478.7002579535683
2019,Greece,Overall,1523.610060189166
2020,Greece,Overall,1233.5274290627685
2021,Greece,Overall,1231.2496990541704
1965,High-income countries,Overall,116728.95958727428
1966,High-income countries,Overall,125304.99570077386
1967,High-income countries,Overall,134434.4196044712
1968,High-income countries,Overall,146181.94325021494
1969,High-income countries,Overall,158756.01031814274
1970,High-income countries,Overall,172341.33276010316
1971,High-income countries,Overall,180655.49441100602
1972,High-income countries,Overall,193794.1014617369
1973,High-income countries,Overall,208390.2063628547
1974,High-income countries,Overall,199440.92863284607
1975,High-income countries,Overall,192325.8125537403
1976,High-income countries,Overall,205364.76354256232
1977,High-income countries,Overall,210648.17712811695
1978,High-income countries,Overall,218339.69045571797
1979,High-income countries,Overall,219790.86844368014
1980,High-income countries,Overall,203789.06276870164
1981,High-income countries,Overall,192154.8581255374
1982,High-income countries,Overall,182669.38950988822
1983,High-income countries,Overall,180040.6104901118
1984,High-income countries,Overall,184916.9561478934
1985,High-income countries,Overall,184725.96732588136
1986,High-income countries,Overall,191392.6483233018
1987,High-income countries,Overall,193919.1487532244
1988,High-income countries,Overall,201800.2837489252
1989,High-income countries,Overall,204458.43508168528
1990,High-income countries,Overall,206212.6827171109
1991,High-income countries,Overall,206896.388650043
1992,High-income countries,Overall,211946.40584694754
1993,High-income countries,Overall,212693.16423043853
1994,High-income countries,Overall,219827.85898538263
1995,High-income countries,Overall,223596.8701633706
1996,High-income countries,Overall,229636.0963026655
1997,High-income countries,Overall,232927.7042132416
1998,High-income countries,Overall,234612.72570937232
1999,High-income countries,Overall,238989.98280309545
2000,High-income countries,Overall,239013.11263972483
2001,High-income countries,Overall,240243.2502149613
2002,High-income countries,Overall,240793.94668959588
2003,High-income countries,Overall,244639.74204643164
2004,High-income countries,Overall,250135.7953568358
2005,High-income countries,Overall,250692.7257093723
2006,High-income countries,Overall,250004.5313843508
2007,High-income countries,Overall,249514.69475494412
2008,High-income countries,Overall,242352.04643164232
2009,High-income countries,Overall,232687.72141014616
2010,High-income countries,Overall,236851.6079105761
2011,High-income countries,Overall,234765.72656921754
2012,High-income countries,Overall,233427.79019776438
2013,High-income countries,Overall,233223.55975924333
2014,High-income countries,Overall,233088.796216681
2015,High-income countries,Overall,237359.16595012895
2016,High-income countries,Overall,240635.88134135856
2017,High-income countries,Overall,241995.03869303525
2018,High-income countries,Overall,243579.57867583836
2019,High-income countries,Overall,241230.4815133276
2020,High-income countries,Overall,213451.4015477214
2021,High-income countries,Overall,225212.9664660361
1965,Hong Kong,Overall,213.85658641444542
1966,Hong Kong,Overall,234.67791057609628
1967,Hong Kong,Overall,281.2059673258813
1968,Hong Kong,Overall,307.12519346517627
1969,Hong Kong,Overall,364.413241616509
1970,Hong Kong,Overall,393.2712467755804
1971,Hong Kong,Overall,414.8378933791917
1972,Hong Kong,Overall,472.93981083404987
1973,Hong Kong,Overall,491.14935511607905
1974,Hong Kong,Overall,502.8040584694755
1975,Hong Kong,Overall,473.4076698194325
1976,Hong Kong,Overall,558.8815993121237
1977,Hong Kong,Overall,603.6319002579535
1978,Hong Kong,Overall,627.3319002579535
1979,Hong Kong,Overall,642.4457437661222
1980,Hong Kong,Overall,656.6858985382631
1981,Hong Kong,Overall,696.4930352536543
1982,Hong Kong,Overall,678.774290627687
1983,Hong Kong,Overall,604.4430782459157
1984,Hong Kong,Overall,560.1896388650042
1985,Hong Kong,Overall,526.750988822012
1986,Hong Kong,Overall,514.8184522785899
1987,Hong Kong,Overall,504.98813413585555
1988,Hong Kong,Overall,579.2752364574376
1989,Hong Kong,Overall,617.7702493551161
1990,Hong Kong,Overall,649.0609630266551
1991,Hong Kong,Overall,648.9254514187446
1992,Hong Kong,Overall,832.9256663800516
1993,Hong Kong,Overall,867.5327601031814
1994,Hong Kong,Overall,925.6387790197765
1995,Hong Kong,Overall,990.7603611349957
1996,Hong Kong,Overall,970.8224763542563
1997,Hong Kong,Overall,960.8798796216681
1998,Hong Kong,Overall,921.9251934651762
1999,Hong Kong,Overall,980.9415305245055
2000,Hong Kong,Overall,1022.2584694754944
2001,Hong Kong,Overall,1215.26388650043
2002,Hong Kong,Overall,1328.171797076526
2003,Hong Kong,Overall,1336.5656061908855
2004,Hong Kong,Overall,1574.028976784179
2005,Hong Kong,Overall,1419.6861564918315
2006,Hong Kong,Overall,1534.4754084264832
2007,Hong Kong,Overall,1644.6231298366292
2008,Hong Kong,Overall,1490.5288048151333
2009,Hong Kong,Overall,1691.1853826311262
2010,Hong Kong,Overall,1828.3462596732588
2011,Hong Kong,Overall,1840.9734307824592
2012,Hong Kong,Overall,1763.8720550300945
2013,Hong Kong,Overall,1801.9398968185726
2014,Hong Kong,Overall,1706.011693895099
2015,Hong Kong,Overall,1873.2628546861565
2016,Hong Kong,Overall,1939.9010318142734
2017,Hong Kong,Overall,2192.220120378332
2018,Hong Kong,Overall,2219.372312983663
2019,Hong Kong,Overall,2074.656319862425
2020,Hong Kong,Overall,1460.4554600171969
2021,Hong Kong,Overall,1305.9488392089422
1965,Hungary,Overall,380.6800515907137
1966,Hungary,Overall,418.11017196904555
1967,Hungary,Overall,442.3877558039553
1968,Hungary,Overall,463.63322441960446
1969,Hungary,Overall,518.6065520206363
1970,Hungary,Overall,602.3528804815134
1971,Hungary,Overall,678.6525365434222
1972,Hungary,Overall,739.4100171969046
1973,Hungary,Overall,831.9192175408426
1974,Hungary,Overall,910.7652622527945
1975,Hungary,Overall,1027.4418400687875
1976,Hungary,Overall,1076.3218400687877
1977,Hungary,Overall,1144.3767841788476
1978,Hungary,Overall,1265.804815133276
1979,Hungary,Overall,1192.6896818572657
1980,Hungary,Overall,1159.4214101461737
1981,Hungary,Overall,1107.8464316423044
1982,Hungary,Overall,1049.4421754084265
1983,Hungary,Overall,995.1035253654343
1984,Hungary,Overall,1042.055030094583
1985,Hungary,Overall,1061.3392433361994
1986,Hungary,Overall,980.2374892519347
1987,Hungary,Overall,1027.6170249355116
1988,Hungary,Overall,951.3852966466036
1989,Hungary,Overall,922.1564574376613
1990,Hungary,Overall,931.5934651762682
1991,Hungary,Overall,797.1418744625968
1992,Hungary,Overall,849.4059329320722
1993,Hungary,Overall,774.2950472914875
1994,Hungary,Overall,803.8182287188306
1995,Hungary,Overall,765.7494067067928
1996,Hungary,Overall,706.8514617368874
1997,Hungary,Overall,722.9676698194326
1998,Hungary,Overall,767.1606190885641
1999,Hungary,Overall,726.9021496130696
2000,Hungary,Overall,704.5541702493551
2001,Hungary,Overall,680.1233877901977
2002,Hungary,Overall,663.257901977644
2003,Hungary,Overall,621.4260533104041
2004,Hungary,Overall,660.4337919174548
2005,Hungary,Overall,761.7632846087704
2006,Hungary,Overall,805.0011607910576
2007,Hungary,Overall,802.0216680997421
2008,Hungary,Overall,761.9835769561479
2009,Hungary,Overall,723.4056749785038
2010,Hungary,Overall,678.4145313843508
2011,Hungary,Overall,661.5873602751504
2012,Hungary,Overall,619.7210232158211
2013,Hungary,Overall,606.0069647463457
2014,Hungary,Overall,674.4491831470335
2015,Hungary,Overall,722.6283748925193
2016,Hungary,Overall,717.9699914015478
2017,Hungary,Overall,778.1468099742046
2018,Hungary,Overall,834.5794496990542
2019,Hungary,Overall,842.8964746345657
2020,Hungary,Overall,770.846732588134
2021,Hungary,Overall,815.3267411865864
1965,Iceland,Overall,48.25852106620808
1966,Iceland,Overall,52.03060533104042
1967,Iceland,Overall,50.48617798796217
1968,Iceland,Overall,53.90638865004299
1969,Iceland,Overall,49.43680137575237
1970,Iceland,Overall,50.521367153912294
1971,Iceland,Overall,55.027512467755805
1972,Iceland,Overall,58.95894668959587
1973,Iceland,Overall,68.26934651762683
1974,Iceland,Overall,63.714760103181426
1975,Iceland,Overall,59.84875322441961
1976,Iceland,Overall,60.129641444539985
1977,Iceland,Overall,62.88605331040412
1978,Iceland,Overall,66.26487102321582
1979,Iceland,Overall,64.34018314703354
1980,Iceland,Overall,59.863723129836636
1981,Iceland,Overall,58.42875322441961
1982,Iceland,Overall,53.39643852106621
1983,Iceland,Overall,51.88067927773001
1984,Iceland,Overall,54.134732588134135
1985,Iceland,Overall,53.95140154772141
1986,Iceland,Overall,54.72717110920034
1987,Iceland,Overall,59.18309286328461
1988,Iceland,Overall,61.869350816852965
1989,Iceland,Overall,66.18102837489252
1990,Iceland,Overall,67.47395012897678
1991,Iceland,Overall,63.3535399828031
1992,Iceland,Overall,68.27481513327601
1993,Iceland,Overall,70.83801805674979
1994,Iceland,Overall,71.76490971625107
1995,Iceland,Overall,72.19976784178849
1996,Iceland,Overall,80.67062768701634
1997,Iceland,Overall,79.1668615649183
1998,Iceland,Overall,81.10949269131555
1999,Iceland,Overall,80.97170249355116
2000,Iceland,Overall,82.53261392949268
2001,Iceland,Overall,77.45364574376612
2002,Iceland,Overall,80.57004299226139
2003,Iceland,Overall,81.43551160791058
2004,Iceland,Overall,85.18464316423044
2005,Iceland,Overall,86.75437661220981
2006,Iceland,Overall,88.20801375752364
2007,Iceland,Overall,88.49285468615649
2008,Iceland,Overall,81.93418744625967
2009,Iceland,Overall,75.94914015477214
2010,Iceland,Overall,72.73673258813413
2011,Iceland,Overall,71.75347377472056
2012,Iceland,Overall,70.98041272570937
2013,Iceland,Overall,74.18375752364574
2014,Iceland,Overall,77.58432502149613
2015,Iceland,Overall,84.64693035253654
2016,Iceland,Overall,93.22982373172829
2017,Iceland,Overall,104.08479793637146
2018,Iceland,Overall,112.70405846947548
2019,Iceland,Overall,95.42621668099743
2020,Iceland,Overall,62.87959329320722
2021,Iceland,Overall,64.04811951848667
1965,India,Overall,1263.9306104901116
1966,India,Overall,1411.433276010318
1967,India,Overall,1456.2358555460016
1968,India,Overall,1631.7359415305245
1969,India,Overall,1959.8351676698194
1970,India,Overall,1950.9153052450558
1971,India,Overall,2092.2825451418744
1972,India,Overall,2256.0900257953567
1973,India,Overall,2381.4194325021494
1974,India,Overall,2334.8492691315564
1975,India,Overall,2391.167927773001
